state,stateImg,parties,title,href,dateFiled,dateDecided,excerpt,electionAdministration,felonyDisenfranchisement,inPersonVoting,postElectionLitigation,redistrictingLitigation,registration,voteByMail,victory,caseStatus
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Republican National Committee v. Richer","Arizona Maricopa County Election Workers Regulations Challenge","https://www.democracydocket.com/cases/arizona-maricopa-county-election-workers-regulations-challenge/",2022-10-05,2023-02-13,"Lawsuit filed by Republicans against Maricopa County officials alleging that the county has violated Arizona law by imposing strict regulations on election workers and making it harder for Republicans to participate in election administration.",true,false,false,false,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Pennsylvania Senate Intergovernmental Operations Committee v. Pennsylvania Department of State","Pennsylvania 2020 Election Investigation (PA Senate Committee)","https://www.democracydocket.com/cases/pennsylvania-2020-election-investigation-pa-senate-committee/",2022-03-11,2023-02-09,"Lawsuit filed on behalf of the Republican-led Pennsylvania Senate Intergovernmental Operations Committee requesting a writ of mandamus for the enforcement of a Sept. 15, 2021, subpoena issued by the Republican-led committee.",false,false,false,true,false,false,false,true,Decided
New Jersey,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newjersey-01-1.png,"Public Interest Legal Foundation v. Way","New Jersey Voter Purge","https://www.democracydocket.com/cases/new-jersey-voter-purge/",2022-05-17,2023-02-01,"Lawsuit filed by the right-wing Public Legal Interest Foundation challenging the New Jersey’s alleged failure to share and maintain its voter rolls.",true,false,false,false,false,true,false,false,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Heath v. Thompson","Arizona Gubernatorial Election Contest (Heath)","https://www.democracydocket.com/cases/arizona-gubernatorial-election-contest-heath/",2023-01-10,2023-01-27,"Petition for writ of mandamus filed by Ryan L. Heath (a self-proclaimed “civil rights activist”) against Maricopa County, Arizona Judge Peter A. Thompson requesting that the judge vacate (meaning void) his order in Lake v. Hobbs.",false,false,false,true,false,false,false,true,Decided
Tennessee,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-tennessee-01-1.png,"Memphis A. Philip Randolph Institute v. Hargett","Tennessee 2020 Absentee Voting Challenge","https://www.democracydocket.com/cases/tennessee-2020-absentee-voting-challenge/",2020-05-05,2023-01-26,"Lawsuit filed on behalf of Tennessee voters, the Tennessee NAACP, the Memphis A. Philip Randolph Institute and other groups challenging Tennessee’s absentee voting guidelines in the midst of the COVID-19 pandemic.",false,false,false,false,false,false,true,false,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Hobbs v. Crosby","Arizona Cochise County Election Certification Refusal (Hobbs)","https://www.democracydocket.com/cases/arizona-cochise-county-election-certification-refusal-hobbs/",2022-11-28,2023-01-26,"Lawsuit filed by Arizona Secretary of State Katie Hobbs (D) against the Cochise County Board of Supervisors for failing to canvass the election results of the 2022 midterm elections.",false,false,false,true,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona Alliance for Retired Americans v. Crosby","Arizona Cochise County Election Certification Refusal (Alliance)","https://www.democracydocket.com/cases/arizona-cochise-county-election-certification/",2022-11-28,2023-01-26,"Lawsuit filed by the Arizona Alliance for Retired Americans and an Arizona voter against the Cochise County Board of Supervisors for its refusal to canvass the results of the 2022 midterm elections.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Delaware County Republican Executive Committee v. Delaware County Board of Elections","Pennsylvania Delaware County Poll Watchers Challenge","https://www.democracydocket.com/cases/pennsylvania-delaware-county-poll-watchers-challenge/",2020-11-04,2023-01-23,"Petition filed by the Delaware County Republican Party against the Delaware County, Pennsylvania Board of Elections (“BOE”) requesting that the court “grant access to and permit [the plaintiff’s] watchers and attorneys to be present in all areas of the Board of Elections offices.”",false,false,true,false,false,false,false,true,Decided
Vermont,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-vermont-01.png,"Ferry v. Montpelier","Vermont Montpelier Noncitizen Voting Challenge","https://www.democracydocket.com/cases/vermont-montpelier-noncitizen-voting-challenge/",2021-09-27,2023-01-20,"Lawsuit filed by the Republican National Committee, the Vermont Republican Party and Vermont voters challenging a statute that authorizes noncitizens in Montpelier, Vermont to vote in local elections.",false,false,false,false,false,true,false,true,Decided
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"Benda for Common-sense v. Anderson","Minnesota Rice County Voting Machines Challenge","https://www.democracydocket.com/cases/minnesota-rice-county-electronic-voting-machines-challenge/",2022-08-23,2023-01-17,"Lawsuit filed by Benda for Common-sense and a Minnesota voter challenging Rice County’s use of an “Electronic Voting System.”",true,false,false,false,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Kari Lake For Arizona v. Richer","Arizona Maricopa County Election Day Records Request","https://www.democracydocket.com/cases/arizona-maricopa-county-election-day-records-request/",2022-11-23,2023-01-16,"Lawsuit filed by Kari Lake’s gubernatorial campaign seeking to compel the production of records relating to the midterm elections held on Nov. 8, 2022.",false,false,false,true,false,false,false,false,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Banerian v. Benson","Michigan Congressional Redistricting Challenge","https://www.democracydocket.com/cases/michigan-congressional-redistricting-challenge/",2022-01-20,2023-01-14,"Lawsuit filed by a group of Republican voters and current and past Republican officials challenging the state’s new congressional map.",false,false,false,false,true,false,false,true,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"One Wisconsin v. Thomsen","Wisconsin Temporary Photo ID","https://www.democracydocket.com/cases/one-wisconsin-temporary-photo-id/",2015-05-29,2023-01-13,"Lawsuit challenging multiple Wisconsin laws that restrict registration and early voting.",false,false,true,false,false,true,false,false,Decided
Indiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-indiana-01-1.png,"Dixon v. Glenn","Indiana St. Joseph County Election Board Duties Challenge","https://www.democracydocket.com/cases/indiana-st-joseph-county-election-board-duties-challenge/",2022-10-10,2023-01-13,"Lawsuit filed by Republicans challenging an Oct. 7 resolution regarding the responsibilities of the St. Joseph County election board.",true,false,false,false,false,false,false,false,Decided
Alaska,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alaska-01-1.png,"Corbisier v. Meyer","Alaska Special Primary Election Accessibility Challenge","https://www.democracydocket.com/cases/alaska-special-primary-election-accessibility-challenge/",2022-06-08,2023-01-12,"Lawsuit filed by the Alaska State Commission for Human Rights over the state’s alleged failure to provide adequate accessible voting options to visually impaired voters.",false,false,true,false,false,false,true,false,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Mazurek v. Berden","Michigan 2020 Fraudulent Electors Challenge","https://www.democracydocket.com/cases/michigan-2020-fraudulent-electors-challenge/",2023-01-11,undefined,"Lawsuit filed by three Democratic presidential electors from Michigan against 16 “fake electors” who attempted to submit alternate election results claiming that Donald Trump won Michigan’s 16 electoral college votes in the 2020 election.",false,false,false,true,false,false,false,false,Filed
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"May v. Rosenthal","Texas 135th State House District Election Contest","https://www.democracydocket.com/cases/texas-135th-state-house-district-election-contest/",2022-11-29,2023-01-11,"Election contest filed by Mike May, the Republican candidate for the 135th state House District, who lost to Jon Rosenthal, the Democratic candidate for the 135th State House District, by a margin of 16%.",false,false,false,true,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Borrelli v. Hobbs","Arizona Gubernatorial Election Contest (Borrelli)","https://www.democracydocket.com/cases/arizona-gubernatorial-election-contest-borrelli/",2022-12-12,2023-01-10,"Lawsuit filed by state Sen. Sonny Borrelli (R) and Mohave County, Arizona voters challenging the results of the 2022 Arizona gubernatorial race.",false,false,false,true,false,false,false,true,Decided
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"Maras v. LaRose","Ohio Election Observers and Tabulating Machines Challenge","https://www.democracydocket.com/cases/ohio-election-observers-and-tabulating-machines-challenge/",2022-10-12,2023-01-09,"Lawsuit filed by Ohio secretary of state candidate Terpsehore Maras (I) challenging a provision of an Ohio law that pertains to the appointment of partisan election observers.",true,false,true,false,false,false,false,true,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Texas Organizing Project v. Wolff","Texas Bexar County Polling Location Reduction Challenge","https://www.democracydocket.com/cases/texas-bexar-county-polling-location-reduction-challenge/",2022-10-04,2023-01-09,"Lawsuit filed by the Texas Organizing Project challenging the Bexar County Elections Department’s decision to close numerous polling locations for the upcoming 2022 midterm elections.",false,false,true,false,false,false,false,true,Decided
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"Northeast Ohio Coalition for the Homeless v. LaRose","Ohio H.B. 458 Challenge","https://www.democracydocket.com/cases/ohio-h-b-458-challenge/",2023-01-06,undefined,"Lawsuit filed by ​​Ohio organizations against Ohio Secretary of State Frank LaRose (R) and the state’s 88 county boards of elections challenging House Bill 458.",false,false,true,false,false,false,true,false,Filed
Virginia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-virginia-01-1.png,"Kasperek v. Brown","Virginia Loudoun County Voting Machines Challenge","https://www.democracydocket.com/cases/virginia-loudoun-county-voting-machines-challenge/",2022-11-01,2023-01-06,"Lawsuit filed by two Loudoun County voters against members of the Loudoun County Electoral Board, registrars and supervisors challenging the county’s use of electronic voting equipment.",true,false,false,false,false,false,false,true,Decided
Indiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-indiana-01-1.png,"In Re: Combined State Voter Registration and HAVA Grievance","Indiana Proof of Residency Requirement Challenge","https://www.democracydocket.com/cases/indiana-proof-of-residency-requirement-challenge/",2022-07-21,2023-01-05,"Administrative complaint filed challenging the Tippecanoe Board of Elections’ proof of residency policy.",false,false,false,false,false,true,false,false,Decided
